Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,Customer_Key__c
Aug,4,Saturday,Chevrolet,Urban,Monday,Aug,5,Male,Single,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5954,14,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,CUST-INS-008902
Jan,1,Tuesday,Honda,Urban,Friday,Jan,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,288,11,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,3 to 4,1994,Liability,CUST-INS-008903
Feb,1,Wednesday,Chevrolet,Urban,Tuesday,Feb,4,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9645,12,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,CUST-INS-008904
Jan,2,Friday,Toyota,Urban,Tuesday,Jan,2,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5309,3,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,CUST-INS-008905
Jul,3,Monday,Toyota,Urban,Wednesday,Jul,3,Male,Single,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13548,11,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,CUST-INS-008906
Feb,1,Sunday,Pontiac,Urban,Wednesday,Feb,3,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8682,8,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,CUST-INS-008907
Mar,4,Wednesday,Chevrolet,Urban,Thursday,Mar,4,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1171,6,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-INS-008908
Nov,1,Thursday,Pontiac,Urban,Thursday,Nov,2,Female,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13414,9,500,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,Liability,CUST-INS-008909
Jan,4,Sunday,Mazda,Urban,Tuesday,Jan,4,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9451,10,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision,CUST-INS-008910
Oct,1,Friday,Mazda,Urban,Monday,Nov,2,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6793,15,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,CUST-INS-008911
May,3,Thursday,Toyota,Urban,Friday,May,4,Male,Single,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11293,3,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,CUST-INS-008912
Dec,3,Tuesday,Mazda,Urban,Thursday,Dec,4,Male,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1860,14,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,CUST-INS-008913
May,4,Tuesday,Toyota,Urban,Wednesday,Jun,4,Male,Married,41,Policy Holder,Sedan - Liability,Sport,less than 20000,0,11000,1,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-INS-008914
Apr,1,Sunday,Mazda,Rural,Tuesday,Apr,1,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10192,3,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,CUST-INS-008915
May,1,Monday,VW,Urban,Wednesday,Nov,5,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,6782,12,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-INS-008916
Jan,2,Wednesday,Chevrolet,Urban,Monday,Jul,3,Male,Married,56,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9762,12,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,CUST-INS-008917
Feb,3,Tuesday,Toyota,Urban,Wednesday,Feb,3,Female,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10472,10,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,CUST-INS-008918
Jun,3,Tuesday,Toyota,Urban,Friday,Jun,4,Male,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3122,9,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,CUST-INS-008919
Mar,5,Tuesday,Toyota,Urban,Tuesday,Mar,5,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8580,3,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,CUST-INS-008920
Dec,4,Thursday,Ford,Urban,Thursday,Dec,4,Female,Single,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1312,1,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,CUST-INS-008921
Feb,1,Friday,Mazda,Urban,Saturday,Feb,1,Female,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1033,9,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-008922
Feb,4,Tuesday,Honda,Urban,Wednesday,Mar,1,Male,Married,43,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8340,14,700,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,CUST-INS-008923
Dec,5,Friday,Mazda,Urban,Tuesday,Jan,1,Female,Married,37,Policy Holder,Sedan - Liability,Sport,less than 20000,0,10297,10,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-INS-008924
Jun,3,Tuesday,Accura,Urban,Wednesday,Jun,5,Female,Single,50,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,6383,14,400,2,more than 30,more than 30,1,6 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,CUST-INS-008925
Feb,3,Monday,Honda,Urban,Monday,Feb,3,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,7911,16,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-INS-008926
Jun,3,Sunday,Pontiac,Rural,Tuesday,Jul,3,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,932,5,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,CUST-INS-008927
Aug,4,Friday,Pontiac,Rural,Monday,Aug,5,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,692,3,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-INS-008928
Dec,4,Sunday,Pontiac,Urban,Monday,Jan,1,Male,Married,65,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10190,4,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision,CUST-INS-008929
Apr,2,Wednesday,Pontiac,Urban,Monday,May,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6365,7,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-INS-008930
Mar,2,Thursday,Honda,Urban,Thursday,Mar,2,Male,Married,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1910,14,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,CUST-INS-008931
Apr,1,Monday,Mazda,Urban,Thursday,Apr,1,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9022,9,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,CUST-INS-008932
Sep,1,Thursday,Toyota,Urban,Friday,Sep,1,Male,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13763,5,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,CUST-INS-008933
Sep,2,Wednesday,Pontiac,Urban,Wednesday,Sep,2,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,14580,1,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,CUST-INS-008934
Jan,3,Wednesday,Toyota,Urban,Wednesday,Jan,4,Male,Married,72,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,45,16,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-008935
May,4,Tuesday,Accura,Urban,Tuesday,May,4,Male,Married,45,Policy Holder,Sedan - Liability,Sport,40000 to 59000,1,3940,8,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-008936
Feb,3,Thursday,Pontiac,Urban,Monday,Feb,4,Male,Single,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,10156,14,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,CUST-INS-008937
Feb,1,Tuesday,Mazda,Urban,Friday,Feb,1,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7109,11,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,CUST-INS-008938
Mar,4,Sunday,Mazda,Urban,Tuesday,Mar,5,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9501,6,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,CUST-INS-008939
Jul,4,Sunday,Toyota,Urban,Tuesday,Aug,1,Male,Married,37,Third Party,Sedan - Liability,Sport,30000 to 39000,0,4320,9,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,1994,Liability,CUST-INS-008940
Oct,1,Monday,Mazda,Urban,Wednesday,Oct,1,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2966,9,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,CUST-INS-008941
Jan,4,Wednesday,Mazda,Urban,Wednesday,Feb,1,Male,Married,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3970,5,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision,CUST-INS-008942
Aug,2,Tuesday,Chevrolet,Urban,Tuesday,Aug,2,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9380,12,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-INS-008943
Mar,2,Friday,Toyota,Urban,Monday,Mar,2,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,14199,10,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,CUST-INS-008944
Apr,4,Friday,Pontiac,Rural,Wednesday,Apr,4,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10199,14,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,CUST-INS-008945
Sep,4,Friday,Chevrolet,Urban,Monday,Sep,4,Male,Married,49,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13310,4,400,1,more than 30,more than 30,none,7 years,41 to 50,Yes,No,Internal,none,no change,1 vehicle,1996,Collision,CUST-INS-008946
Oct,4,Tuesday,Honda,Urban,Thursday,Oct,4,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,7479,15,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-INS-008947
Jul,2,Wednesday,Chevrolet,Urban,Thursday,Jul,3,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6309,10,400,2,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-INS-008948
Nov,3,Sunday,Chevrolet,Urban,Tuesday,Nov,4,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4160,2,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-008949
Oct,2,Wednesday,Mazda,Urban,Wednesday,Oct,3,Male,Married,27,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3093,3,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,CUST-INS-008950
Mar,2,Monday,Toyota,Urban,Thursday,Apr,1,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13571,16,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,CUST-INS-008951
Jul,4,Tuesday,Toyota,Urban,Tuesday,Aug,1,Male,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7955,11,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1995,Liability,CUST-INS-008952
Oct,4,Tuesday,Mazda,Urban,Tuesday,Oct,4,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5556,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-008953
Nov,2,Tuesday,Honda,Urban,Tuesday,Nov,3,Male,Single,0,Policy Holder,Sport - All Perils,Sport,more than 69000,0,3983,7,400,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-INS-008954
Jul,1,Thursday,Mazda,Urban,Monday,Jul,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10909,9,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,CUST-INS-008955
Feb,2,Tuesday,Mazda,Urban,Tuesday,Feb,2,Male,Single,24,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6941,6,400,1,more than 30,more than 30,none,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,CUST-INS-008956
Dec,3,Monday,Pontiac,Urban,Tuesday,Dec,3,Female,Single,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1405,8,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,CUST-INS-008957
May,2,Thursday,Honda,Urban,Friday,May,2,Male,Married,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3196,9,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,CUST-INS-008958
Oct,3,Monday,Accura,Urban,Wednesday,Oct,3,Male,Single,61,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,15062,2,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,CUST-INS-008959
Jun,3,Tuesday,Pontiac,Urban,Wednesday,Jun,3,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15358,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,CUST-INS-008960
Oct,1,Saturday,Toyota,Urban,Thursday,Oct,1,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10024,12,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,CUST-INS-008961
Mar,3,Friday,Pontiac,Urban,Tuesday,Mar,4,Male,Married,57,Third Party,Sedan - Liability,Sport,20000 to 29000,0,970,15,500,2,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,2 to 3 years,1 vehicle,1994,Liability,CUST-INS-008962
Jul,2,Monday,Toyota,Urban,Wednesday,Jul,2,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,13448,1,400,1,more than 30,15 to 30,none,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,1996,Liability,CUST-INS-008963
Sep,3,Monday,Accura,Rural,Wednesday,Sep,4,Male,Married,29,Policy Holder,Utility - All Perils,Utility,more than 69000,1,6544,12,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-INS-008964
Jul,1,Tuesday,Mazda,Urban,Monday,Jul,2,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9118,13,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,CUST-INS-008965
Feb,1,Saturday,Chevrolet,Urban,Friday,Feb,2,Male,Single,45,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,2844,12,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-008966
Apr,3,Thursday,Honda,Urban,Thursday,May,3,Male,Married,51,Policy Holder,Sport - Collision,Sport,more than 69000,1,2852,8,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-008967
Apr,1,Wednesday,Toyota,Urban,Thursday,Apr,2,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12705,8,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,CUST-INS-008968
May,3,Tuesday,Mazda,Urban,Thursday,May,3,Male,Married,41,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,13132,9,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,CUST-INS-008969
Aug,1,Thursday,Chevrolet,Urban,Friday,Aug,1,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5957,5,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-008970
May,1,Tuesday,Mazda,Urban,Friday,May,2,Female,Single,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10915,12,500,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,1995,Liability,CUST-INS-008971
Apr,4,Sunday,Toyota,Urban,Thursday,May,2,Female,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12302,14,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,CUST-INS-008972
Aug,1,Monday,Mazda,Urban,Wednesday,Aug,1,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4472,1,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,CUST-INS-008973
Aug,3,Saturday,Pontiac,Urban,Tuesday,Aug,4,Female,Married,40,Third Party,Sedan - Liability,Sport,20000 to 29000,0,14387,14,400,1,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,CUST-INS-008974
Feb,5,Tuesday,Mazda,Urban,Wednesday,Mar,1,Female,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12494,14,400,1,more than 30,more than 30,none,4 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,CUST-INS-008975
Mar,1,Sunday,Toyota,Urban,Tuesday,Mar,2,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,1790,14,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,CUST-INS-008976
May,3,Monday,Pontiac,Urban,Wednesday,May,3,Female,Married,41,Third Party,Sedan - All Perils,Sedan,less than 20000,0,14431,4,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,CUST-INS-008977
Jun,3,Saturday,Pontiac,Urban,Tuesday,Jun,4,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2060,15,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,CUST-INS-008978
Apr,1,Saturday,Pontiac,Urban,Monday,Apr,1,Male,Married,40,Policy Holder,Sedan - Liability,Sport,more than 69000,0,7144,16,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,CUST-INS-008979
Jun,4,Monday,Pontiac,Urban,Monday,Jul,1,Female,Single,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9625,8,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,CUST-INS-008980
Feb,1,Saturday,Mazda,Urban,Monday,Feb,1,Male,Married,48,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1903,6,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-008981
Oct,4,Tuesday,Pontiac,Urban,Friday,Oct,4,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4687,4,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-008982
Jan,2,Thursday,Ford,Rural,Wednesday,Feb,1,Male,Married,47,Policy Holder,Utility - Liability,Utility,more than 69000,0,10429,16,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-INS-008983
Jul,3,Monday,Mazda,Urban,Monday,Jul,3,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8091,1,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-INS-008984
